•ÈÀweb-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1554331201-4136,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Rainesford,Rainesford Stauffer,Let‰Ûªs not forget #LoriLoughlin who deserves to be in jail for what she did with the college bribery case. pic.twitter.com/hSk0c4iXcx,0,1,2,1.55E+12,3/24/2019 21:08,/Rainesford/status/1106236409189466117
1554331201-3881,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@AshlieSanDiego,Ashlie Rodriguez,"Anybody wanna continue to tell me this scandal is about race, NOT economics? https://m.stamfordadvocate.com/news/education/article/The-Latest-Ex-Yale-coach-pleads-guilty-in-13724258.phpåÊ‰Û_ #collegeadmissionsscandal #CollegeCheatingScandal @AfronerdRadio",5,0,2,1.55E+12,3/29/2019 5:34,/AshlieSanDiego/status/1109632726770946049
1554331201-3995,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@snelsonus,Steven Nelson,This is how I am with my dear friends! I believe Erin and Lori were as well! I hope they stil are! @WCTH_TV @hallmarkchannel @erinkrakow #loriloughlin  sending Love and Prayers to you both! I hope you see this!  pic.twitter.com/SjcQ28ckqN,1,0,2,1.55E+12,3/27/2019 5:01,/snelsonus/status/1106918429896916992
1554331201-3724,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@sherrytechie,Sherry Lowe,"Why a college admissions racket would funnel bribes through a fake charity.

Outright fake #charities like the one involved in this #admissionsscandal are less commonly detected than other kinds of #nonprofit fraud: https://bit.ly/2ULnFW4åÊpic.twitter.com/MEA5vmvCg2",0,0,2,1.55E+12,3/26/2019 6:57,/sherrytechie/status/1112497241405612034
1554331201-3901,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@rashadrobinson,Rashad Robinson,What‰Ûªs at the Core of the University Admissions Scandal http://bit.ly/2CO0hk2åÊ #highered #AdmissionsScandal,0,0,2,1.55E+12,4/2/2019 2:54,/rashadrobinson/status/1108511034942218240
1554331201-3910,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@HarrisonSmith85,Harrison Smith,Our director of college counseling reflects on the cheating and bribery that has been uncovered by the college #admissionsscandal https://hubs.ly/H0h8fwL0åÊpic.twitter.com/DB0oJN5pdy,0,0,2,1.55E+12,3/25/2019 10:24,/HarrisonSmith85/status/1108340815733112832
1554331201-4203,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@0sydknee0,syd,"Cheating, disguising, and they've been getting away with this for years. #CollegeCheatingScandal",0,0,2,1.55E+12,4/2/2019 9:47,/0sydknee0/status/1106031085123719168
1554331201-3801,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@KrisNBC,Kris Sanchez,"The grandfather of Rubel Castle, Harry Austin Deuel, may have gotten a leg up in life.

In light of the recent college admissions scandals, read here: http://instagram.com/p/BvcIUObhpuåÊ

#collegeadmissionsscandal #stanford #rubelcastle #stanforduniversity #carnegie #andrewcarnegiepic.twitter.com/HqyhrkyWTD",0,0,2,1.55E+12,3/25/2019 10:40,/KrisNBC/status/1111616316778045441
1554331201-3879,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ThePerezHilton,Perez,"Scuffed Don Draper the FBI Informant.
#CollegeCheatingScandal pic.twitter.com/T3BmOAAO8P",0,0,2,1.55E+12,3/28/2019 12:41,/ThePerezHilton/status/1109844822397878272
1554331201-3826,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@stationfor,Stationfor,I think you did what you thought best for the betterment of your child. While it was wrong we don't alway think of things in that way. Set up a scholarship for underprivileged students and use this experience to help those you might have affected. Redemption #loriloughlin,0,0,2,1.55E+12,3/30/2019 9:42,/stationfor/status/1111259926368792577
1554331201-3856,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@linyusa1,linyusa,Hello an honest and loyal sugar baby needed retweet and chat with me to get $1000 #SugarDaddy #CollegeAdmissionScandal #sugarbabywanted #sugarbabyneeded #sugardaddyneeded #sugardaddytwitter #sugarpic.twitter.com/RGJ9l012pA,0,0,2,1.55E+12,3/28/2019 3:48,/linyusa1/status/1110030782687576064
1554331201-4226,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@JoeTalkShow,Joe Pags Pagliarulo,"#CollegeCheatingScandal is all about the wealthy bribing the gatekeepers to keep the rich at the top of the ladder. Standardized Tests measure Affluence NOT Ability. 
https://badassteachers.blogspot.com/2019/03/whos-afraid-of-public-schools-by-steven.htmlåÊ‰Û_ #TBATspic.twitter.com/JTKxensN88",0,2,1,1.55E+12,3/24/2019 19:33,/JoeTalkShow/status/1105993368595771393
1554331201-3775,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@amwilborn,A.M. Wilborn,Higher education example #CollegeCheatingScandal pic.twitter.com/x5fUr5YhCp,1,1,1,1.55E+12,4/1/2019 9:06,/amwilborn/status/1112857463437623296
1554331201-3809,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@DebMerion,Debbie E. Merion,"Who did this?
#Smollett #CollegeCheatingScandal 
#AuntBeckypic.twitter.com/p64dGWqOo8",1,1,1,1.55E+12,3/27/2019 5:25,/DebMerion/status/1111369009293856779
1554331201-4245,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Cernovich,Mike Cernovich,"https://docdro.id/sQbS67PåÊ  ... @marcorubio,  @AGAshleyMoody , #FBI's Wray, #Congress, @TheJusticeDept , @SDNYnews , others.. the public outrage will be profound and relentless. @FBI @CNN @MSNBC @AP @CBC @ABC @NBCNews @NPR @sfchronicle #FoxNews #ThisIsUs #TruthToPowerpic.twitter.com/MzlGdLReas",1,1,1,1.55E+12,4/2/2019 21:06,/Cernovich/status/1105973968773603328
1554331201-4035,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@amspectator,The American Spectator,It sucks that I worked my ass off for a spot at this school and I see kids just buying there way in to their schools and I can‰Ûªt afford to do the same so I result to this. @cher @rihanna @ladygaga @NICKIMINAJ @iamcardib #CollegeAdmissionScandal pic.twitter.com/wnIHVmixNE,0,1,1,1.55E+12,3/30/2019 1:37,/amspectator/status/1106585886056161280
1554331201-4134,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ciriacisbeth,Ciriac Isbeth,#collegescam #college #ASMR #life #chickfila4president  please help get famous pic.twitter.com/zfRd717Nek,0,1,1,1.55E+12,3/25/2019 16:42,/ciriacisbeth/status/1106241957158752257
1554331201-3940,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@SFdirewolf,Alice Wong,"#LoriLoughlin and #MossimoGiannulli's marriage may be ""in trouble"" following the college admissions scandal ‰ÛÓ but it wasn‰Ûªt always this way. (: Donato Sardella/Getty Images) Via: @intouchweeklypic.twitter.com/0yCqnyYthe",0,1,1,1.55E+12,3/28/2019 15:02,/SFdirewolf/status/1107665462790369283
1554331201-4070,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Romewv,Romewv,"Universities & Parents Face Civil Suits as College Admissions Scandal Continues to Unfold
‰ÛÓ
Read this week's #LegalPulse to learn about the civil suits that are arising out of the high-profile #CollegeAdmissionsScandal.
‰ÛÓ
http://lawreview.syr.edu/universities-parents-face-civil-suits-as-college-admissions-scandal-continues-to-unfold/åÊ‰Û_pic.twitter.com/KT5OUy0mdD",0,1,1,1.55E+12,3/28/2019 11:01,/Romewv/status/1106388045551554560
1554331201-3824,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@YoutooAmerica,Youtoo America,"FAQ on UCLA admissions and the U.S. Department of Justice complaint -- https://buff.ly/2Tyoa4EåÊ 
---
#admissionsscam #doj #uclapic.twitter.com/Xy98MFyu8R",0,1,1,1.55E+12,3/26/2019 12:18,/YoutooAmerica/status/1111282014399934464
1554331201-4078,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@THR,Hollywood Reporter,"Feel The Need To Be Dishonest To Gain Advantage? He says, ""Divine Love is universal and impartial"" https://www.csmonitor.com/Commentary/A-Christian-Science-Perspective/2019/0327/Honesty-and-God-s-impartial-goodness-what-s-the-connectionåÊ‰Û_ @csmonitor #honesty #CollegeAdmissionScandal pic.twitter.com/nIGt1CP3vS",0,1,1,1.55E+12,3/28/2019 7:20,/THR/status/1106356102596317184
1554331201-4113,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@annvandersteel,Ann | SteelTruthåÊ‰ã¢•ü,"In reality, Affirmative Action has been going to People of Privilege and not to People of Color. #CollegeCheatingScandal 
https://badassteachers.blogspot.com/2019/03/whos-afraid-of-public-schools-by-steven.htmlåÊ‰Û_ #TBATspic.twitter.com/groaaA6VeZ",0,1,1,1.55E+12,3/28/2019 17:57,/annvandersteel/status/1106288940242358272
1554331201-3911,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@GoldieStandard,Goldie Blumenstyk,"Believe it or not, the Stanford sailing team had an even bigger scandal than the #CollegeAdmissionScandal 30 years ago.

Read all about it here >>>  https://trib.al/FUo1KgNåÊpic.twitter.com/bTvlnxzjA7",1,0,1,1.55E+12,3/25/2019 8:30,/GoldieStandard/status/1108196092347326464
1554331201-3896,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Rob_Rogers,Rob Rogers,"#CollegeCheatingScandal John Stamos Worried He Could Lose Millions In 'Full House' Royalties After Lori Loughlin Arrest, Says Source
'Full House' re-run royalties at stake after college cheating scam exposed.
https://radaronline.com/exclusives/2019/03/john-stamos-afraid-lori-loughlin-college-cheating-scandal-affect-full-house-royalties-cost-lose-millions/åÊ‰Û_pic.twitter.com/mXVp1GqhMm",1,0,1,1.55E+12,3/26/2019 7:36,/Rob_Rogers/status/1108719254344478720
1554331201-4095,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@thedailybeast,The Daily Beast,"In wake of the #collegeadmissionscandal , what I want to know is how many seasoned professionals are sitting in top positions now because this is how they got into top schools years ago. Sadly, we'll never know.",1,0,1,1.55E+12,3/30/2019 9:34,/thedailybeast/status/1106319237805719553
1554331201-4116,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@RoxanaDaneshjou,"Roxana Daneshjou, MD/PhD","Since when did people start donating to get in to school? Oh yea, since they had Schools!
#CollegeAdmissionScandal pic.twitter.com/gOmYyjW6ws",0,0,1,1.55E+12,3/29/2019 14:32,/RoxanaDaneshjou/status/1106279662630502400
1554331201-3834,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@NYJusticeSeeker,NY J‡«Ïs‡«Ýƒ»‡«ã‡«à S‡«à‡«à‡«Ü‡«àæÛ,"#loriloughlin
#felicityhuffman
#collegeadmissionscandal
#melanin
#MossimoGiannulli
#oliviajade

&
earings by
http://Breuckleen.comåÊ

http://bit.ly/breuckigåÊ
http://bit.ly/breuckfbåÊ
 

https://youtu.be/NcfmyBrt0-wåÊpic.twitter.com/RFTEaMxRGH",0,0,1,1.55E+12,3/28/2019 3:06,/NYJusticeSeeker/status/1110644251698872321
1554331201-4036,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@MorinToon,Jim Morin,So you want to get your kid into a great college? You don't have to cheat to get them there... #CollegeAdmissionsScandal #CollegeCheatingScandal #LoriLoughlin #College #oXYGenFinancial http://snip.ly/eotmlsåÊpic.twitter.com/1YB6dohunV,0,0,1,1.55E+12,3/25/2019 17:03,/MorinToon/status/1106585003591434240
1554331201-4037,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@gofundme,GoFundMe,"""Have Mercy! What Were You Thinking Aunt Becky.""‰Û_-‰Û_@happy_fate https://medium.com/@happy_fate/have-mercy-what-were-you-thinking-aunt-becky-b804154e2df6#---15-170åÊ‰Û_ #Oliviajade #Loriloughlin #college scandalpic.twitter.com/hpywKaNYmJ",0,0,1,1.55E+12,3/26/2019 19:27,/gofundme/status/1106583759531343873
1554331201-3744,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@hawaiibats,@HawaiiBATs,"#DogTheBountyHunter Claims There Are 'No Victims' In #CollegeAdmissionsScandal
https://www.inquisitr.com/5369031/dog-the-bounty-hunter-claims-there-are-no-victims-in-college-admissions-scandal/åÊ‰Û_pic.twitter.com/U1uRWVCjkZ",0,0,1,1.55E+12,3/30/2019 18:05,/hawaiibats/status/1112062188364062720
1554331201-4131,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@bterrylong,Dean Bridget Long,"#FairnessVSDominance
#blackauthority
#drdre
#garyowen
#trickbaby
#loriloughlin
#felicityhuffman
#collegeadmissionscandal
#melanin

&
earings by
http://Breuckleen.comåÊ

http://bit.ly/breuckyoutubeåÊ
http://bit.ly/breucktwitteråÊ
http://bit.ly/breuckfbåÊ 

https://youtu.be/R_FCiPdAP1QåÊpic.twitter.com/yr1bERH7ix",0,0,1,1.55E+12,3/27/2019 18:45,/bterrylong/status/1106257103075856384
1554331201-4112,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@DeadlineDominic,Dominic Patten,"How could they do that?! How to think biblically about the college admissions scandal. #teachsimplesteps #simplesteps #collegeadmissionsscandal #biblicalthinking
https://teachsimplesteps.com/simple-steps-to-understanding-the-college-admissions-scandalåÊ‰Û_pic.twitter.com/niB9M2w5bN",0,0,1,1.55E+12,4/1/2019 15:10,/DeadlineDominic/status/1106291538424815616
