•ÈÀweb-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1554328934-3588,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@sixhuesblog,SixHues,"Asian American/Ethnic Studies Programs have always struggled for recognition & support since the ‰Û÷60‰Ûªs.  The withdrawal by 13 faculty withdrew from Yale‰Ûªs Program of Ethnicity, Race and Migration is a powerful statement that people demand a real commitment. #yale @yaledailynewshttps://twitter.com/cesyale/status/1112735251191791619åÊ‰Û_",0,0,1,1.55E+12,4/1/2019 16:35,/sixhuesblog/status/1112861132992208896
1554328934-3635,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@AoAmerican,All American,"Wow, we all know how they attained ‰ÛÏLiberal Elite‰Û status now.  
 
#collegeadmissionsscandal #Yale Aunt Becky says ‰ÛÏLet the eat cake‰Û https://twitter.com/MarketWatch/status/1105614547258363904åÊ‰Û_",0,29,31,1.55E+12,3/12/2019 16:49,/AoAmerican/status/1105616809804341249
1554328934-3617,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@steph_add,Stephanie Addenbrooke Bean,Throwback to when @Yale_Basketball was last at March Madness. These are some of my favorite pictures that I took for @YDNsports @yaledailynews #highlights #GoBulldogs #yale pic.twitter.com/HtlUpz9Wo1,0,1,13,1.55E+12,3/21/2019 5:08,/steph_add/status/1108701803573587968
1554328934-3605,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Hearing4Kids,Sebastian Hendricks,"RT briandavidearp: RT Latinohistory: The ""obligation at hand is a moral one."" In a unanimous op-ed, the Yale Daily News reminds #Yale it must support Ethnic Studes and fully enfranchise the ER&M program after 22 years. https://yaledailynews.com/blog/2019/04/01/news-view-in-solidarity-with-erm/?fbclid=IwAR0ExyEsvvrYgbdVhdDl_YqZGhDAHLud1K2Nj_Ak0whlQcZgrt7dzXlPQLEåÊ‰Û_",0,0,0,1.55E+12,4/1/2019 17:52,/Hearing4Kids/status/1112880346947837952
1554328934-3628,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ChrisHale26,Chris Hale,#williamsinger gave everybody up! The definition of snitch is gonna have his picture on it. You got $25 mill from everybody & still gave them up #smh #usc #ucla #yale #stanford #AdmissionsScam take the wrap and cut up the paper trail!!,4,1,9,1.55E+12,3/14/2019 12:29,/ChrisHale26/status/1106276113804726272
1554328934-3595,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Schultz_Report,Jordan Schultz,"Hollywood Naz Reid is a grown man 
#LSU #Yale #MarchMadness #SCtop10 @NazReidpic.twitter.com/dAZDEBZz1D",1,2,9,1.55E+12,3/21/2019 10:09,/Schultz_Report/status/1108777666235248640
1554328934-3596,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@UScollegelab,US College Lab,.@yale deciding to side with religious persecution....unless they are ending all stipends. All Ivies are not equal. Choose @princeton or @upenn ...perhaps definitely NOT #YALE  @dartmouthhttps://thefederalist.com/2019/04/01/yale-law-school-yanks-stipends-students-work-christian-firms/?fbclid=IwAR2iTvZgpTgSPNwCJLZbKoqSmdLw5mim1X8sP96BF5BwgZIvTWbfVXn0vPs#.XKI6nvBJ6mU.twitteråÊ‰Û_,0,0,0,1.55E+12,4/1/2019 17:35,/UScollegelab/status/1112876132657815552
1554328934-3652,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@AllDMines,David Mines,At #Yale for #ivyleague #fencing. Ran into @JessicaC345 one of the best in the business!pic.twitter.com/4KgXNaaKF2,1,2,59,1.55E+12,2/9/2019 10:31,/AllDMines/status/1094302742905016320
1554328934-3619,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@MikePucciHCTMG,Mike Pucci,"#Yale men‰Ûªs notebook: #NewHaven‰Ûªs Tobe Carberry views Yale differently now as assistant coach
Via @DaveBorgeshttps://www.nhregister.com/colleges/article/Yale-men-s-notebook-New-Haven-s-Tobe-13704579.phpåÊ‰Û_",0,5,7,1.55E+12,3/20/2019 17:29,/MikePucciHCTMG/status/1108525881880911873
1554328934-3667,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@SkysTheLimitWR,Margin Hooks,"Off-season work with a few of my college and college bound players
#Hookem #Illini #Yale #TxSt #D1Bound
#SkysTheLimitpic.twitter.com/4tWfqtFlw0",1,10,34,1.55E+12,1/9/2019 22:23,/SkysTheLimitWR/status/1083247890510815232
1554328934-3638,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@halltoons,Ed Hall,Thanks for sharing! #collegeadmissionsscandal #harvard #FelicityHuffman #Yale @laloalcaraz @co_rapunzel4 @PSampsonHowes @MaggieJordanACNpic.twitter.com/DfwPOWCjfZ,4,44,57,1.55E+12,3/12/2019 15:04,/halltoons/status/1105590435672719368
1554328934-3606,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@Schultz_Report,Jordan Schultz,"Miye Oni has struggled today, but he possesses many traits of a two-way NBA wing. On display here is his explosive first step, direct-line drive and finishing ability. 
#Yale #LSU #MarchMadnesspic.twitter.com/Vubh0c7j9F",0,2,3,1.55E+12,3/21/2019 11:43,/Schultz_Report/status/1108801350492712961
1554328934-3650,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@mzalnieriute,Monika Zalnieriute,"My latest paper on human rights obligations by non-state actors in the digital age soon coming out in #Yale Journal of Law & Technology! Happy to get into US journal for the first time, and you can read accepted version on SSRN or 
https://unsw.academia.edu/MonikaZalnieriuteåÊ‰Û_.pic.twitter.com/w6NGwt2bCo",1,5,18,1.55E+12,2/13/2019 12:34,/mzalnieriute/status/1095783300495360000
1554328934-3642,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@lesleyabravanel,Lesley Abravanel,"My husband is from Sweden so he confuses his y's with his j's. When I told him a friend of mine was going to #Yale, he said, what crime did she commit? Now the whole Jail/Yale thing may make more sense. Yikes.  #OperationVarsityBlues",7,8,114,1.55E+12,3/12/2019 9:35,/lesleyabravanel/status/1105507572256260097
1554328934-3623,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@BillyEmbody,Billy Embody,"Tremont Waters, Skylar Mays open up on everything from #LSU's lessons learned in the SEC Tournament, defending #Yale's balanced attack, the team's co-coaches and more. 

#MarchMadness 

Tigers and Bulldogs tip at 11:40 a.m. CT on truTV tomorrow.

Story: https://247sports.com/college/lsu/LongFormArticle/Tremont-Waters-Skylar-Mays-LSU-vs-Yale-NCAA-Tournament-2019-press-conference-130308789/åÊ‰Û_pic.twitter.com/MobNAz4ZdV",0,5,10,1.55E+12,3/20/2019 10:52,/BillyEmbody/status/1108425988805935105
1554328934-3624,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@CollChris,Chris Collins,"Vx'd v Unvaxxed debate is a thing we will never see as Pharma knows well pro-#vaccines side would lose, as shown by #Yale team bailing on debate w/ RFK Jr. Vx truth isn't on pro-Vx side. #Yalebails #NewHaven @somedocs #HPVvaccine #vaxxed #hpv #edu NO #vaccinesworkhttps://twitter.com/RobertKennedyJr/status/1108007403289829376åÊ‰Û_",0,4,6,1.55E+12,3/20/2019 7:23,/CollChris/status/1108373436366110720
1554328934-3641,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@C_Shaughnessy,Charles Shaughnessy,"Having put two honest, hard-working kids through this rigorous gauntlet and knowing how much harder less privileged kids must work to get noticed, this immoral, arrogant, greedy behavior disgusts, angers and dismays me. #cheat #karma #Yale https://www.nbcboston.com/news/national-international/College-Entrance-Exam-Cheating-Scandal-Indictment-FBI-US-Attorney-Boston-507030761.htmlåÊ‰Û_",12,14,111,1.55E+12,3/12/2019 11:00,/C_Shaughnessy/status/1105529095373217792
1554328934-3585,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@nabbyzay,Zay,Okay #yale,0,0,0,1.55E+12,4/1/2019 12:04,/nabbyzay/status/1112792817703645184
1554328934-3579,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@episcopaul,Paul Reese,"Uh oh, it appears I‰Ûªve become #yale famous. What have I done?! #impostorsyndrome https://ift.tt/2YJAoesåÊpic.twitter.com/wVNMuDoIoz",0,0,1,1.55E+12,4/2/2019 12:43,/episcopaul/status/1113165068592648194
1554328934-3672,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@OxfordRoyale,Oxford Royale,Where will you study this summer? #newyear #2019 #newyearsresolutions #newyou #study #learn #experience #travel #summerschool #studyabroad #studyintheUK #oxford #cambridge #yale #imperialcollegelondon #ORA2019 #newyearnewyou #goforitpic.twitter.com/iw9rSVesnC,0,0,1,1.55E+12,1/3/2019 0:30,/OxfordRoyale/status/1080743141605629952
1554328934-3633,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@mcsole,S O L E,"""The managers son goes to #Yale
the janitor's son goes to jail""
https://sole.bandcamp.com/track/the-janitors-sonåÊ‰Û_",3,5,22,1.55E+12,3/12/2019 16:51,/mcsole/status/1105617261828734976
1554328934-3686,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@mhkryger,Meir Kryger M.D.,"A 2018 highlight was a course I taught #Yale undergraduates. Students had to present a sleep-themed project on the final class of the semester. The results were breathtakingly brilliant. Thank you, Mystery of Sleep students. https://www.krygerbooks.com/class-of-2018",1,6,16,1.55E+12,1/1/2019 6:17,/mhkryger/status/1080105618365706240
1554328934-3610,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@YaleSOMAlumni,Yale SOM Alumni,"Paula Volent '97, Chief Investment Officer & SVP of @BowdoinCollege tells the @nytimes how she fell in love with finance and endowments during her time at #Yale http://ow.ly/7IRT50nPv4qåÊ #YaleSOMAlumni",0,7,11,1.55E+12,3/22/2019 6:33,/YaleSOMAlumni/status/1109085588152614913
1554328934-3656,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@YaleArchSci,YalePYRO,"Today we explored use-wear in ‰ÛÏIntroduction to Experimental Archaeology‰Û class, using digital microscopes to document any marks on obsidian flakes before and after cutting bones, wood, and a gourd. #ArchaeologicalScience #Yale pic.twitter.com/DEf0QAz21S",0,7,30,1.55E+12,2/6/2019 12:59,/YaleArchSci/status/1093252802032398336
1554328934-3603,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@turboricua,Manuel Torres-K,"Radium Girls directed by my daughter at #Yale #Repost yale yale_dramat 
‹ÄÈ‹ÄÈ‹ÄÈ
Radium Girls, our 2019 FroShow, is running this Thursday - Saturday at the Yale Repertory Theatre! Get tickets‰Û_ https://www.instagram.com/p/Bvu9mCIh1fP/?utm_source=ig_twitter_share&igshid=1nh235isyltemåÊ‰Û_",0,0,1,1.55E+12,4/1/2019 17:55,/turboricua/status/1112881106091737089
1554328934-3621,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@KaMack_,KayMack,@_chismosa_ and I ready to make brown women the face of Yale Law School #WomenLead #LawStudents #YLS #Yale #WOChttps://twitter.com/_chismosa_/status/1108433259405414400åÊ‰Û_,0,2,17,1.55E+12,3/20/2019 11:29,/KaMack_/status/1108435331991392256
1554328934-3643,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@LakePointHoops,LakePoint Basketball,Congrats to Class of 2020 guard Sion James (@SionJames14) on receiving an offer from #Yale following his visit this weekend! Sion had a great year for @LanierHoops and starred at last year's #BattleForGeorgia with @gameeliteatl 16U. pic.twitter.com/IxTwoCJo64,0,7,32,1.55E+12,3/12/2019 6:21,/LakePointHoops/status/1105458672233299968
1554328934-3679,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@yalekentuckiana,Yale Kentuckiana Inc,Integrated LED lights on the new #Yale MPE-VH end rider boost operator awareness in dark truck trailers. This is just one reason why it was named MHPN's #ProductOfTheYear! Allow us to #illuminate the details here: http://bit.ly/2zttkYmåÊpic.twitter.com/yEQtCRtUAW,0,0,1,1.55E+12,1/2/2019 5:25,/yalekentuckiana/status/1080454940882100224
1554328934-3573,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@gggaabbyy_,Gaby,"Guys I got into Harvard, Stanford, Yale, Columbia, UPenn, Brown, and Cornell. Can I get a RT for good luck or what #harvard #yale #stanford #columbia #upenn #brown #cornellpic.twitter.com/b8vi9At1VU",3,152,160,1.55E+12,3/29/2019 17:48,/gggaabbyy_/status/1111792389797097472
1554328934-3670,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@BrittonDaly,Britton O'Daly,"Embattled #Yale student Saif Khan, who was given an emergency suspension last Fall for a now defunct criminal investigation, has been expelled for an allegation of sexual assault that he was found not guilty of by a criminal court in Spring 2018.

https://yaledailynews.com/blog/2019/01/03/khan-expelled-uwc-finds-him-responsible-for-sexual-assault/åÊ‰Û_",2,6,19,1.55E+12,1/3/2019 9:31,/BrittonDaly/status/1080879335161106433
1554328934-3639,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@NicoleFAlvarez,Nicole Alvarez,1. There are so many smart and hardworking and deserving kids in the world who dream of going to #IvyLeague schools like #Harvard and #Yale but can‰Ûªt . All they want to do is change the world and make it better. Shame on those who accept the money to cheat the system.,1,4,61,1.55E+12,3/12/2019 11:48,/NicoleFAlvarez/status/1105540991275032576
1554328934-3664,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@zoebchance,Zoe Chance,"New Haven's hometown hero & #McArthurGenius Titus Kaphar reimagines #Yale founder & slave trader Elihu Yale as--old news.

People who amass wealth & power by taking it from others don't deserve the attention they crave. Even when they found universities or hold national office. https://twitter.com/bssbulldogs/status/1086992419927793664åÊ‰Û_",0,6,23,1.55E+12,1/20/2019 10:36,/zoebchance/status/1087056242256814080
1554328934-3627,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@adamzyglis,Adam Zyglis,White elite fashion accessories... @TheBuffaloNews #CollegeCheatingScandal #CollegeAdmissionScandal #universities #corruption #bribes #kickbacks #yale #harvard https://buffalonews.com/2019/03/15/adam-zyglis-college-bribes/åÊ‰Û_pic.twitter.com/cWmSaRP008,3,6,17,1.55E+12,3/15/2019 8:50,/adamzyglis/status/1106583402373939200
1554328934-3572,https://twitter.com/search?l=&q=%23yale%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@budweiserusa,Budweiser,"Rise up and raise your Buds to an American hero, Jackie Robinson. #ThisBudsForJackiepic.twitter.com/y6oQhDOwbv",17,187,834,1.55E+12,4/1/2019 6:56,/budweiserusa/status/1112715452608860170
